onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19236,Take brief medical histories from patients.,Core,93.0,7,4.A.1.a.1.l.2,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.l,Collect information about patients or clients.,4.A.1.a.1,Getting Information
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19224,"Inspect images for quality, using magnetic resonance scanner equipment and laser camera.",Core,90.0,8,4.A.2.a.2.a.11,Check quality of diagnostic images.,4.A.2.a.2.a,Evaluate the quality or accuracy of data.,4.A.2.a.2,Processing Information
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19223,"Intravenously inject contrast dyes, such as gadolinium contrast, in accordance with scope of practice.",Core,89.0,9,4.A.4.a.5.c.10,Administer medical substances for imaging or other procedures.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19237,Test magnetic resonance imaging (MRI) equipment to ensure proper functioning and performance in accordance with specifications.,Core,89.0,10,4.A.1.b.2.g.21,Examine medical instruments or equipment to ensure proper operation.,4.A.1.b.2.g,"Inspect commercial, industrial, or production systems or equipment.",4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19220,Create backup copies of images by transferring images from disk to storage media or workstation.,Core,88.0,11,4.A.3.b.1.b.2,Create electronic data backup to prevent loss of information.,4.A.3.b.1.b,Implement security measures for computer or information systems.,4.A.3.b.1,Working with Computers
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19220,Create backup copies of images by transferring images from disk to storage media or workstation.,Core,88.0,11,4.A.3.b.1.f.1,Load digital images onto computers or websites.,4.A.3.b.1.f,Process digital or online data.,4.A.3.b.1,Working with Computers
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19231,Instruct medical staff or students in magnetic resonance imaging (MRI) procedures or equipment operation.,Core,86.0,12,4.A.4.b.3.f.8,Train medical providers.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,23975,"Comfort patients during exams, or request sedatives or other medication from physicians for patients with anxiety or claustrophobia.",Core,85.0,14,4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19222,"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members.",Core,85.0,15,4.A.4.a.1.e.5,Explain medical procedures or test results to patients or family members.,4.A.4.a.1.e,Explain medical information to patients or family members.,4.A.4.a.1,Interpreting the Meaning of Information for Others
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19238,Write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals.,Core,85.0,13,4.A.3.b.6.f.4,Prepare reports summarizing patient diagnostic or care activities.,4.A.3.b.6.f,Prepare health or medical documents.,4.A.3.b.6,Documenting/Recording Information
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19217,Calibrate magnetic resonance imaging (MRI) console or peripheral hardware.,Core,84.0,16,4.A.3.b.4.f.1,Maintain medical equipment or instruments.,4.A.3.b.4.f,Maintain medical equipment or instruments.,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19229,"Troubleshoot technical issues related to magnetic resonance imaging (MRI) scanner or peripheral equipment, such as monitors or coils.",Core,80.0,17,4.A.3.b.4.f.4,Repair medical facility equipment.,4.A.3.b.4.f,Maintain medical equipment or instruments.,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19219,Connect physiological leads to physiological acquisition control (PAC) units.,Core,78.0,18,4.A.3.a.3.d.3,Operate diagnostic or therapeutic medical instruments or equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19216,"Attach physiological monitoring leads to patient's finger, chest, waist, or other body parts.",Core,77.0,20,4.A.4.a.5.k.7,Prepare patients physically for medical procedures.,4.A.4.a.5.k,Assist healthcare practitioners during medical procedures.,4.A.4.a.5,Assisting and Caring for Others
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19232,"Operate optical systems to capture dynamic magnetic resonance imaging (MRI) images, such as functional brain imaging, real-time organ motion tracking, or musculoskeletal anatomy and trajectory visualization.",Core,77.0,19,4.A.3.a.3.d.4,Operate diagnostic imaging equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19230,Conduct inventories to maintain stock of clinical supplies.,Core,74.0,21,4.A.4.c.3.a.2,Maintain inventory of medical supplies or equipment.,4.A.4.c.3.a,"Replenish inventories of materials, equipment, or products.",4.A.4.c.3,Monitoring and Controlling Resources
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19221,Develop or otherwise produce film records of magnetic resonance images.,Supplemental,71.0,23,4.A.3.a.3.d.1,Process x-rays or other medical images.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,3,1,19235,Schedule appointments for research subjects or clinical patients.,Supplemental,56.0,24,4.A.2.b.5.c.2,Schedule patient procedures or appointments.,4.A.2.b.5.c,Schedule appointments.,4.A.2.b.5,Scheduling Work and Activities
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22837,"Design the arrangement of radiation fields to reduce exposure to critical patient structures, such as organs, using computers, manuals, and guides.",Core,97.0,1,4.A.1.a.1.s.1,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.s,Research healthcare issues.,4.A.1.a.1,Getting Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22837,"Design the arrangement of radiation fields to reduce exposure to critical patient structures, such as organs, using computers, manuals, and guides.",Core,97.0,1,4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,4.A.2.b.2.a,Develop patient or client care or treatment plans.,4.A.2.b.2,Thinking Creatively
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22834,"Calculate the delivery of radiation treatment, such as the amount or extent of radiation per session, based on the prescribed course of radiation therapy.",Core,95.0,4,4.A.2.a.4.f.1,Analyze health-related data.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22834,"Calculate the delivery of radiation treatment, such as the amount or extent of radiation per session, based on the prescribed course of radiation therapy.",Core,95.0,4,4.A.2.a.4.f.5,Calculate numerical data for medical activities.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22844,"Identify and outline bodily structures, using imaging procedures, such as x-ray, magnetic resonance imaging, computed tomography, or positron emission tomography.",Core,95.0,3,4.A.3.a.3.d.2,Create advanced digital images of patients using computer imaging systems.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22844,"Identify and outline bodily structures, using imaging procedures, such as x-ray, magnetic resonance imaging, computed tomography, or positron emission tomography.",Core,95.0,3,4.A.3.a.3.d.4,Operate diagnostic imaging equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22844,"Identify and outline bodily structures, using imaging procedures, such as x-ray, magnetic resonance imaging, computed tomography, or positron emission tomography.",Core,95.0,3,4.A.4.a.5.c.10,Administer medical substances for imaging or other procedures.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22848,"Plan the use of beam modifying devices, such as compensators, shields, and wedge filters, to ensure safe and effective delivery of radiation treatment.",Core,95.0,2,4.A.2.a.3.d.1,Protect patients or staff members using safety equipment.,4.A.2.a.3.d,Follow standard healthcare safety procedures to protect patient and staff members.,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22848,"Plan the use of beam modifying devices, such as compensators, shields, and wedge filters, to ensure safe and effective delivery of radiation treatment.",Core,95.0,2,4.A.3.a.2.i.9,Adjust settings or positions of medical equipment.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22833,"Calculate, or verify calculations of, prescribed radiation doses.",Core,94.0,5,4.A.2.a.4.f.1,Analyze health-related data.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22833,"Calculate, or verify calculations of, prescribed radiation doses.",Core,94.0,5,4.A.2.a.4.f.5,Calculate numerical data for medical activities.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22838,Develop radiation treatment plans in consultation with members of the radiation oncology team.,Core,93.0,6,4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,4.A.2.b.2.a,Develop patient or client care or treatment plans.,4.A.2.b.2,Thinking Creatively
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22838,Develop radiation treatment plans in consultation with members of the radiation oncology team.,Core,93.0,6,4.A.4.a.2.b.1,Collaborate on research activities with scientists or technical specialists.,4.A.4.a.2.b,"Assist scientists, scholars, or technical specialists with projects or research.",4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22838,Develop radiation treatment plans in consultation with members of the radiation oncology team.,Core,93.0,6,4.A.4.a.2.c.1,Communicate with other workers to coordinate activities.,4.A.4.a.2.c,Communicate with others about operational plans or activities.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22838,Develop radiation treatment plans in consultation with members of the radiation oncology team.,Core,93.0,6,4.A.4.a.2.d.3,Collaborate with other professionals to assess client needs or plan treatments.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22850,"Supervise or perform simulations for tumor localizations, using imaging methods such as magnetic resonance imaging, computed tomography, or positron emission tomography scans.",Core,90.0,7,4.A.3.a.3.d.2,Create advanced digital images of patients using computer imaging systems.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22850,"Supervise or perform simulations for tumor localizations, using imaging methods such as magnetic resonance imaging, computed tomography, or positron emission tomography scans.",Core,90.0,7,4.A.3.a.3.d.4,Operate diagnostic imaging equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22850,"Supervise or perform simulations for tumor localizations, using imaging methods such as magnetic resonance imaging, computed tomography, or positron emission tomography scans.",Core,90.0,7,4.A.4.b.4.a.15,Supervise technical medical personnel.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22836,"Create and transfer reference images and localization markers for treatment delivery, using image-guided radiation therapy.",Core,87.0,8,4.A.3.a.3.d.1,Process x-rays or other medical images.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22836,"Create and transfer reference images and localization markers for treatment delivery, using image-guided radiation therapy.",Core,87.0,8,4.A.3.a.3.d.2,Create advanced digital images of patients using computer imaging systems.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22836,"Create and transfer reference images and localization markers for treatment delivery, using image-guided radiation therapy.",Core,87.0,8,4.A.3.a.3.d.4,Operate diagnostic imaging equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22849,"Record patient information, such as radiation doses administered, in patient records.",Core,83.0,9,4.A.3.b.6.k.3,Record vital statistics or other health information.,4.A.3.b.6.k,Maintain health or medical records.,4.A.3.b.6,Documenting/Recording Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22849,"Record patient information, such as radiation doses administered, in patient records.",Core,83.0,9,4.A.3.b.6.k.5,Maintain medical records.,4.A.3.b.6.k,Maintain health or medical records.,4.A.3.b.6,Documenting/Recording Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22840,"Develop treatment plans, and calculate doses for brachytherapy procedures.",Supplemental,81.0,17,4.A.2.a.4.f.1,Analyze health-related data.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22840,"Develop treatment plans, and calculate doses for brachytherapy procedures.",Supplemental,81.0,17,4.A.2.a.4.f.5,Calculate numerical data for medical activities.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22840,"Develop treatment plans, and calculate doses for brachytherapy procedures.",Supplemental,81.0,17,4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,4.A.2.b.2.a,Develop patient or client care or treatment plans.,4.A.2.b.2,Thinking Creatively
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22832,Advise oncology team members on use of beam modifying or immobilization devices in radiation treatment plans.,Core,79.0,10,4.A.4.b.3.f.10,Teach medical procedures to healthcare personnel.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22832,Advise oncology team members on use of beam modifying or immobilization devices in radiation treatment plans.,Core,79.0,10,4.A.4.b.6.b.1,Recommend types of assistive devices.,4.A.4.b.6.b,Advise others on products or services.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22832,Advise oncology team members on use of beam modifying or immobilization devices in radiation treatment plans.,Core,79.0,10,4.A.4.b.6.f.1,Advise medical personnel regarding healthcare issues.,4.A.4.b.6.f,Advise others on healthcare or wellness issues.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22842,"Fabricate beam modifying devices, such as compensators, shields, and wedge filters.",Core,74.0,11,4.A.3.a.2.q.3,Fabricate medical devices.,4.A.3.a.2.q,Fabricate medical devices.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22847,"Perform quality assurance system checks, such as calibrations, on treatment planning computers.",Core,72.0,12,4.A.1.a.2.b.3,Monitor operational quality or safety.,4.A.1.a.2.b,Monitor operations to ensure adequate performance.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22847,"Perform quality assurance system checks, such as calibrations, on treatment planning computers.",Core,72.0,12,4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22847,"Perform quality assurance system checks, such as calibrations, on treatment planning computers.",Core,72.0,12,4.A.3.a.2.i.5,Adjust equipment to ensure optimal performance.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22847,"Perform quality assurance system checks, such as calibrations, on treatment planning computers.",Core,72.0,12,4.A.3.a.2.i.6,Calibrate equipment to specifications.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22843,"Fabricate patient immobilization devices, such as molds or casts, for radiation delivery.",Core,69.0,13,4.A.3.a.2.q.2,Make patient-assistive devices or device models.,4.A.3.a.2.q,Fabricate medical devices.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22843,"Fabricate patient immobilization devices, such as molds or casts, for radiation delivery.",Core,69.0,13,4.A.3.a.2.q.3,Fabricate medical devices.,4.A.3.a.2.q,Fabricate medical devices.,4.A.3.a.2,Handling and Moving Objects
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22839,"Develop requirements for the use of patient immobilization devices and positioning aides, such as molds or casts, as part of treatment plans to ensure accurate delivery of radiation and comfort of patient.",Core,67.0,14,4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,4.A.2.b.2.a,Develop patient or client care or treatment plans.,4.A.2.b.2,Thinking Creatively
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22839,"Develop requirements for the use of patient immobilization devices and positioning aides, such as molds or casts, as part of treatment plans to ensure accurate delivery of radiation and comfort of patient.",Core,67.0,14,4.A.4.b.6.b.1,Recommend types of assistive devices.,4.A.4.b.6.b,Advise others on products or services.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22851,"Teach medical dosimetry, including its application, to students, radiation therapists, or residents.",Core,65.0,15,4.A.4.b.3.f.10,Teach medical procedures to healthcare personnel.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22851,"Teach medical dosimetry, including its application, to students, radiation therapists, or residents.",Core,65.0,15,4.A.4.b.3.f.8,Train medical providers.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22846,"Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.",Supplemental,62.0,18,4.A.1.a.1.l.2,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.l,Collect information about patients or clients.,4.A.1.a.1,Getting Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22846,"Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.",Supplemental,62.0,18,4.A.1.a.2.e.3,Monitor patients following surgeries or other treatments.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22841,"Educate patients regarding treatment plans, physiological reactions to treatment, or post-treatment care.",Supplemental,58.0,19,4.A.4.b.6.a.1,"Provide health and wellness advice to patients, program participants, or caregivers.",4.A.4.b.6.a,Advise patients or clients on medical issues.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22841,"Educate patients regarding treatment plans, physiological reactions to treatment, or post-treatment care.",Supplemental,58.0,19,4.A.4.b.6.a.4,Advise patients on effects of health conditions or treatments.,4.A.4.b.6.a,Advise patients or clients on medical issues.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22835,"Conduct radiation oncology-related research, such as improving computer treatment planning systems or developing new treatment devices.",Core,50.0,16,4.A.1.a.1.s.1,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.s,Research healthcare issues.,4.A.1.a.1,Getting Information
29-2036.00,Medical Dosimetrists,Technologists and Technicians,4,0,22835,"Conduct radiation oncology-related research, such as improving computer treatment planning systems or developing new treatment devices.",Core,50.0,16,4.A.1.a.1.t.8,Research new technologies.,4.A.1.a.1.t,Research technology designs or applications.,4.A.1.a.1,Getting Information
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22852,Administer first aid treatment or life support care to sick or injured persons in prehospital settings.,,,1,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22853,Assess nature and extent of illness or injury to establish and prioritize medical procedures.,,,2,4.A.2.a.4.f.2,Analyze patient data to determine patient needs or treatment goals.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22854,"Attend training classes to maintain certification licensure, keep abreast of new developments in the field, or maintain existing knowledge.",,,3,4.A.2.b.3.a.12,Maintain medical or professional knowledge.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22855,Comfort and reassure patients.,,,4,4.A.4.b.2.a.4,Interact with patients to build rapport or provide emotional support.,4.A.4.b.2.a,Provide support or encouragement to others.,4.A.4.b.2,Developing and Building Teams
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22856,"Communicate with dispatchers or treatment center personnel to provide information about situation, to arrange reception of survivors, or to receive instructions for further treatment.",,,5,4.A.4.a.2.d.1,Inform medical professionals regarding patient conditions and care.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22857,Coordinate work with other emergency medical team members or police or fire department personnel.,,,6,4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22858,"Decontaminate ambulance interior following treatment of patient with infectious disease, and report case to proper authorities.",,,7,4.A.3.a.1.i.1,Sterilize medical equipment or instruments.,4.A.3.a.1.i,Clean medical equipment or facilities.,4.A.3.a.1,Performing General Physical Activities
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22859,"Drive mobile intensive care unit to specified location, following instructions from emergency medical dispatcher.",,,8,4.A.3.a.4.a.3,Drive vehicles to transport individuals or equipment.,4.A.3.a.4.a,Operate transportation equipment or vehicles.,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment"
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22860,"Immobilize patient for placement on stretcher and ambulance transport, using backboard or other spinal immobilization device.",,,9,4.A.4.a.5.k.4,Position patients for treatment or examination.,4.A.4.a.5.k,Assist healthcare practitioners during medical procedures.,4.A.4.a.5,Assisting and Caring for Others
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22861,"Maintain vehicles and medical and communication equipment, and replenish first aid equipment and supplies.",,,10,4.A.3.b.4.f.1,Maintain medical equipment or instruments.,4.A.3.b.4.f,Maintain medical equipment or instruments.,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22861,"Maintain vehicles and medical and communication equipment, and replenish first aid equipment and supplies.",,,10,4.A.4.c.3.a.2,Maintain inventory of medical supplies or equipment.,4.A.4.c.3.a,"Replenish inventories of materials, equipment, or products.",4.A.4.c.3,Monitoring and Controlling Resources
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22862,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",,,11,4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22862,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",,,11,4.A.3.b.6.k.4,Record patient medical histories.,4.A.3.b.6.k,Maintain health or medical records.,4.A.3.b.6,Documenting/Recording Information
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22862,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",,,11,4.A.4.a.2.d.1,Inform medical professionals regarding patient conditions and care.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,3,1,22863,"Perform emergency diagnostic and treatment procedures, such as stomach suction, airway management, or heart monitoring, during ambulance ride.",,,12,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22874,"Perform emergency cardiac care, such as cardioversion and manual defibrillation.",Core,93.0,1,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22874,"Perform emergency cardiac care, such as cardioversion and manual defibrillation.",Core,93.0,1,4.A.4.a.5.g.4,Implement advanced life support techniques.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22875,Perform emergency invasive intervention before delivering patient to an acute care facility.,Core,92.0,2,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22870,Coordinate work with other emergency medical team members or police or fire department personnel.,Core,91.0,3,4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2043.00,Paramedics,Technologists and Technicians,3,1,22866,Assess nature and extent of illness or injury to establish and prioritize medical procedures.,Core,88.0,4,4.A.2.a.4.f.2,Analyze patient data to determine patient needs or treatment goals.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2043.00,Paramedics,Technologists and Technicians,3,1,22865,Administer first aid treatment or life support care to sick or injured persons in prehospital settings.,Core,87.0,6,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22868,Comfort and reassure patients.,Core,87.0,5,4.A.4.b.2.a.4,Interact with patients to build rapport or provide emotional support.,4.A.4.b.2.a,Provide support or encouragement to others.,4.A.4.b.2,Developing and Building Teams
