onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
29-1126.00,Respiratory Therapists,413,Use a variety of testing techniques to assist doctors in cardiac or pulmonary research or to diagnose disorders.,Core,80.0,2,19.0,32.5,88.5,57.5,45.0,77.5,72.5,human_anchored
29-1126.00,Respiratory Therapists,414,Make emergency visits to resolve equipment problems.,Core,92.0,1,5.0,28.0,95.0,25.0,42.0,75.0,78.0,resistant
29-1126.00,Respiratory Therapists,415,"Conduct tests, such as electrocardiograms (EKGs), stress testing, or lung capacity tests, to evaluate patients' cardiopulmonary functions.",Core,84.0,1,30.0,45.0,85.0,45.0,50.0,80.0,75.0,human_anchored
29-1126.00,Respiratory Therapists,18522,"Work as part of a team of physicians, nurses, or other healthcare professionals to manage patient care by assisting with medical procedures or related duties.",Core,93.0,2,9.0,36.0,63.5,77.5,56.0,82.5,79.0,human_anchored
29-1126.00,Respiratory Therapists,20409,Transport patients to the hospital or within the hospital.,Core,67.0,1,8.0,3.0,98.0,62.0,25.0,65.0,70.0,human_anchored
29-1126.00,Respiratory Therapists,20410,Perform endotracheal intubation to maintain open airways for patients who are unable to breathe on their own.,Core,83.0,1,8.0,30.0,95.0,45.0,70.0,96.0,98.0,human_anchored
29-1126.00,Respiratory Therapists,20411,"Monitor cardiac patients, using electrocardiography devices, such as a holter monitor.",Core,76.0,1,35.0,45.0,70.0,42.0,65.0,95.0,95.0,human_anchored
29-1126.00,Respiratory Therapists,24033,Attend high-risk and caesarian section infant deliveries to provide neonatal respiratory care as needed.,Supplemental,64.0,3,16.3,30.0,85.3,57.3,53.3,90.0,85.7,human_anchored
29-1127.00,Speech-Language Pathologists,1867,Monitor patients' progress and adjust treatments accordingly.,Core,96.0,1,25.0,65.0,45.0,55.0,72.0,90.0,85.0,human_anchored
29-1127.00,Speech-Language Pathologists,1869,"Administer hearing or speech and language evaluations, tests, or examinations to patients to collect information on type and degree of impairments, using written or oral tests or special instruments.",Core,95.0,2,26.0,30.0,82.5,50.0,50.0,81.5,71.5,resistant
29-1127.00,Speech-Language Pathologists,1871,"Develop or implement treatment plans for problems such as stuttering, delayed language, swallowing disorders, or inappropriate pitch or harsh voice problems, based on own assessments and recommendations of physicians, psychologists, or social workers.",Core,96.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1127.00,Speech-Language Pathologists,1873,"Instruct clients in techniques for more effective communication, such as sign language, lip reading, or voice improvement.",Core,87.0,1,12.0,60.0,60.0,88.0,65.0,80.0,75.0,human_anchored
29-1127.00,Speech-Language Pathologists,1874,"Teach clients to control or strengthen tongue, jaw, face muscles, or breathing mechanisms.",Core,87.0,1,12.0,60.0,60.0,88.0,65.0,80.0,75.0,human_anchored
29-1127.00,Speech-Language Pathologists,1875,Develop speech exercise programs to reduce disabilities.,Core,86.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1127.00,Speech-Language Pathologists,1876,"Consult with and advise educators or medical staff on speech or hearing topics, such as communication strategies or speech and language stimulation.",Core,86.0,1,15.0,80.0,15.0,65.0,80.0,90.0,88.0,human_anchored
29-1127.00,Speech-Language Pathologists,1878,"Design, develop, or employ alternative diagnostic or communication devices or strategies.",Core,78.0,1,15.0,78.0,10.0,55.0,70.0,80.0,75.0,augmentable
29-1127.00,Speech-Language Pathologists,1879,Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech problems.,Supplemental,77.0,1,22.0,65.0,55.0,80.0,50.0,65.0,60.0,resistant
29-1127.00,Speech-Language Pathologists,1882,"Communicate with students who use an alternative method of communications, using sign language or computer technology.",Supplemental,69.0,2,7.5,45.5,49.0,86.5,68.0,84.0,64.0,human_anchored
29-1127.00,Speech-Language Pathologists,1883,Provide communication instruction to dialect speakers or students with limited English proficiency.,Supplemental,77.0,2,14.0,60.0,52.5,81.5,42.5,50.0,32.5,augmentable
29-1127.00,Speech-Language Pathologists,1884,Use computer applications to identify or assist with communication disabilities.,Core,66.0,2,7.5,45.5,49.0,86.5,68.0,84.0,64.0,human_anchored
29-1127.00,Speech-Language Pathologists,1885,"Conduct or direct research on speech or hearing topics and report findings for use in developing procedures, technologies, or treatments.",Supplemental,60.0,2,15.0,69.0,35.0,50.0,67.5,77.5,67.5,augmentable
29-1127.00,Speech-Language Pathologists,18523,"Evaluate hearing or speech and language test results, barium swallow results, or medical or background information to diagnose and plan treatment for speech, language, fluency, voice, or swallowing disorders.",Core,97.0,1,25.0,78.0,10.0,45.0,75.0,88.0,80.0,human_anchored
29-1127.00,Speech-Language Pathologists,18524,"Write reports and maintain proper documentation of information, such as client Medicaid or billing records or caseload activities, including the initial evaluation, treatment, progress, and discharge of clients.",Core,97.0,2,51.0,79.0,8.5,13.5,37.5,76.5,62.5,augmentable
29-1127.00,Speech-Language Pathologists,18525,"Develop individual or group activities or programs in schools to deal with behavior, speech, language, or swallowing problems.",Supplemental,84.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1127.00,Speech-Language Pathologists,18526,"Participate in and write reports for meetings regarding patients' progress, such as individualized educational planning (IEP) meetings, in-service meetings, or intervention assistance team meetings.",Core,91.0,2,30.0,71.0,20.0,50.0,61.0,87.5,79.0,augmentable
29-1127.00,Speech-Language Pathologists,18527,"Complete administrative responsibilities, such as coordinating paperwork, scheduling case management activities, or writing lesson plans.",Core,83.0,3,55.7,82.0,10.7,29.0,38.3,51.0,51.7,largely_automatable
29-1127.00,Speech-Language Pathologists,18528,"Educate patients and family members about various topics, such as communication techniques or strategies to cope with or to avoid personal misunderstandings.",Core,92.0,1,12.0,60.0,60.0,88.0,65.0,80.0,75.0,human_anchored
29-1127.00,Speech-Language Pathologists,18529,"Participate in conferences, training, continuing education courses, or publish research results to share knowledge of new hearing or speech disorder treatment methods or technologies.",Core,76.0,2,11.5,72.5,15.0,47.5,57.5,80.0,70.0,augmentable
29-1127.00,Speech-Language Pathologists,18530,Supervise or collaborate with therapy team.,Core,91.0,2,9.0,45.0,40.0,85.0,66.0,89.0,83.0,human_anchored
29-1127.00,Speech-Language Pathologists,18531,Consult with and refer clients to additional medical or educational services.,Core,80.0,2,14.0,61.0,25.0,70.0,66.0,89.0,80.0,human_anchored
29-1127.00,Speech-Language Pathologists,23952,Supervise students or assistants.,Supplemental,71.0,2,12.5,52.0,32.5,78.5,57.5,75.0,57.5,human_anchored
29-1128.00,Exercise Physiologists,19191,"Conduct stress tests, using electrocardiograph (EKG) machines.",Core,85.0,2,21.0,37.5,85.0,50.0,55.0,84.0,81.5,human_anchored
29-1128.00,Exercise Physiologists,19192,Demonstrate correct use of exercise equipment or performance of exercise routines.,Core,89.0,2,31.0,47.5,72.5,67.5,35.0,35.0,37.5,resistant
29-1128.00,Exercise Physiologists,19193,"Develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",Core,96.0,1,58.0,80.0,20.0,45.0,45.0,40.0,35.0,augmentable
29-1128.00,Exercise Physiologists,19194,Explain exercise program or physiological testing procedures to participants.,Core,96.0,1,20.0,80.0,25.0,75.0,55.0,85.0,80.0,human_anchored
29-1128.00,Exercise Physiologists,19195,Interpret exercise program participant data to evaluate progress or identify needed program changes.,Core,88.0,1,48.0,88.0,3.0,10.0,62.0,68.0,60.0,augmentable
29-1128.00,Exercise Physiologists,19196,"Measure amount of body fat, using such equipment as hydrostatic scale, skinfold calipers, or tape measures.",Core,64.0,1,58.0,20.0,70.0,35.0,20.0,40.0,45.0,augmentable
29-1128.00,Exercise Physiologists,19197,"Measure oxygen consumption or lung functioning, using spirometers.",Core,79.0,2,21.0,37.5,85.0,50.0,55.0,84.0,81.5,human_anchored
29-1128.00,Exercise Physiologists,19198,Perform routine laboratory tests of blood samples for cholesterol level or glucose tolerance.,Core,67.0,1,55.0,40.0,70.0,15.0,40.0,75.0,75.0,augmentable
29-1128.00,Exercise Physiologists,19199,"Prescribe individualized exercise programs, specifying equipment, such as treadmill, exercise bicycle, ergometers, or perceptual goggles.",Core,89.0,1,10.0,72.0,15.0,60.0,75.0,96.0,85.0,human_anchored
29-1128.00,Exercise Physiologists,19200,Provide clinical oversight of exercise for participants at all risk levels.,Core,91.0,1,35.0,45.0,70.0,42.0,65.0,95.0,95.0,human_anchored
29-1128.00,Exercise Physiologists,19201,Recommend methods to increase lifestyle physical activity.,Core,84.0,1,30.0,80.0,15.0,75.0,60.0,70.0,60.0,augmentable
29-1128.00,Exercise Physiologists,19202,"Teach courses or seminars related to exercise or diet for patients, athletes, or community groups.",Core,75.0,1,35.0,70.0,28.0,75.0,40.0,50.0,45.0,augmentable
29-1128.00,Exercise Physiologists,19203,Assess physical performance requirements to aid in the development of individualized recovery or rehabilitation exercise programs.,Core,80.0,1,14.0,48.0,70.0,70.0,72.0,88.0,80.0,human_anchored
29-1128.00,Exercise Physiologists,19204,Calibrate exercise or testing equipment.,Core,70.0,1,8.0,20.0,92.0,20.0,35.0,70.0,80.0,resistant
29-1128.00,Exercise Physiologists,19205,"Educate athletes or coaches on techniques to improve athletic performance, such as heart rate monitoring, recovery techniques, hydration strategies, or training limits.",Core,58.0,1,40.0,75.0,40.0,70.0,50.0,45.0,45.0,augmentable
29-1128.00,Exercise Physiologists,19206,Evaluate staff performance in leading group exercise or conducting diagnostic tests.,Core,66.0,1,18.0,62.0,10.0,75.0,72.0,85.0,55.0,human_anchored
29-1128.00,Exercise Physiologists,19207,Interview participants to obtain medical history or assess participant goals.,Core,90.0,1,30.0,65.0,30.0,70.0,55.0,75.0,70.0,resistant
29-1128.00,Exercise Physiologists,19208,Mentor or train staff to lead group exercise.,Core,65.0,1,22.0,65.0,55.0,80.0,50.0,65.0,60.0,resistant
29-1128.00,Exercise Physiologists,19209,"Order or recommend diagnostic procedures, such as stress tests, drug screenings, or urinary tests.",Core,63.0,1,15.0,80.0,10.0,40.0,70.0,95.0,75.0,human_anchored
29-1128.00,Exercise Physiologists,19210,Plan or conduct exercise physiology research projects.,Core,60.0,1,22.0,78.0,45.0,25.0,75.0,70.0,65.0,augmentable
29-1128.00,Exercise Physiologists,19211,"Present exercise knowledge, program information, or research study findings at professional meetings or conferences.",Core,64.0,2,24.0,72.5,20.0,66.5,52.5,72.5,65.0,human_anchored
29-1128.00,Exercise Physiologists,19212,Provide emergency or other appropriate medical care to participants with symptoms or signs of physical distress.,Core,90.0,1,4.0,35.0,93.0,60.0,82.0,95.0,98.0,human_anchored
29-1128.00,Exercise Physiologists,19213,Supervise maintenance of exercise or exercise testing equipment.,Core,69.0,1,8.0,20.0,92.0,20.0,35.0,70.0,80.0,resistant
29-1128.00,Exercise Physiologists,19214,Teach behavior modification classes related to topics such as stress management or weight control.,Core,78.0,1,35.0,70.0,28.0,75.0,40.0,50.0,45.0,augmentable
29-1128.00,Exercise Physiologists,19215,"Teach group exercise for low-, medium-, or high-risk clients to improve participant strength, flexibility, endurance, or circulatory functioning.",Core,79.0,1,12.0,60.0,60.0,88.0,65.0,80.0,75.0,human_anchored
29-1129.01,Art Therapists,19139,Analyze data to determine the effectiveness of treatments or therapy approaches.,Core,69.0,1,48.0,88.0,3.0,10.0,62.0,68.0,60.0,augmentable
29-1129.01,Art Therapists,19140,Analyze or synthesize client data to draw conclusions or make recommendations for art therapy.,Core,75.0,1,25.0,78.0,10.0,45.0,75.0,88.0,80.0,human_anchored
29-1129.01,Art Therapists,19141,"Assess client needs or disorders, using drawing, painting, sculpting, or other artistic processes.",Core,92.0,2,25.0,75.0,21.0,47.5,72.5,85.0,77.5,augmentable
29-1129.01,Art Therapists,19142,"Communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",Core,84.0,1,58.0,75.0,12.0,40.0,38.0,75.0,75.0,augmentable
29-1129.01,Art Therapists,19143,"Conduct art therapy sessions, providing guided self-expression experiences to help clients recover from, or cope with, cognitive, emotional, or physical impairments.",Core,99.0,1,8.0,55.0,25.0,95.0,80.0,90.0,75.0,human_anchored
29-1129.01,Art Therapists,19144,"Confer with other professionals on client's treatment team to develop, coordinate, or integrate treatment plans.",Core,84.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1129.01,Art Therapists,19145,"Customize art therapy programs for specific client populations, such as those in schools, nursing homes, wellness centers, prisons, shelters, or hospitals.",Core,84.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.01,Art Therapists,19146,Design art therapy sessions or programs to meet client's goals or objectives.,Core,92.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.01,Art Therapists,19147,"Develop individualized treatment plans that incorporate studio art therapy, counseling, or psychotherapy techniques.",Core,92.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.01,Art Therapists,19148,Establish goals or objectives for art therapy sessions in consultation with clients or site administrators.,Core,91.0,1,15.0,65.0,15.0,82.0,68.0,75.0,60.0,human_anchored
29-1129.01,Art Therapists,19149,"Instruct individuals or groups in the use of art media, such as paint, clay, or yarn.",Core,69.0,2,14.0,60.0,52.5,81.5,42.5,50.0,32.5,augmentable
29-1129.01,Art Therapists,19150,"Interpret the artistic creations of clients to assess their functioning, needs, or progress.",Core,78.0,2,25.0,75.0,21.0,47.5,72.5,85.0,77.5,augmentable
29-1129.01,Art Therapists,19151,"Observe and document client reactions, progress, or other outcomes related to art therapy.",Core,92.0,2,41.5,76.5,27.5,50.0,57.0,81.0,73.5,human_anchored
29-1129.01,Art Therapists,19152,Photograph or videotape client artwork for inclusion in client records or for promotional purposes.,Core,60.0,2,41.5,20.0,82.5,11.5,28.5,30.0,30.0,augmentable
29-1129.01,Art Therapists,19153,"Talk with clients during art or other therapy sessions to build rapport, acknowledge their progress, or reflect upon their reactions to the artistic process.",Core,98.0,1,5.0,35.0,70.0,98.0,50.0,70.0,60.0,human_anchored
29-1129.01,Art Therapists,19154,"Write treatment plans, case summaries, or progress or other reports related to individual clients or client groups.",Core,94.0,2,34.0,80.0,15.0,43.5,61.0,80.0,65.0,human_anchored
29-1129.01,Art Therapists,19155,"Conduct information sharing sessions, such as in-service workshops for other professionals, potential client groups, or the general community.",Core,63.0,1,40.0,85.0,15.0,58.0,45.0,60.0,60.0,augmentable
29-1129.01,Art Therapists,19156,Coordinate art showcases to display artwork produced by clients.,Supplemental,34.0,2,19.0,47.5,52.5,56.5,55.0,28.5,27.5,augmentable
29-1129.01,Art Therapists,19157,Coordinate field trips for client groups to museums or other public displays of art.,Supplemental,33.0,2,22.0,60.0,18.5,78.0,51.5,54.0,42.5,resistant
29-1129.01,Art Therapists,19158,"Gather client information from sources such as case documentation, client observation, or interviews of client or family members.",Core,77.0,2,37.5,75.0,20.0,45.0,50.0,72.5,67.5,augmentable
29-1129.01,Art Therapists,19159,Recommend or purchase needed art supplies or equipment.,Core,81.0,1,62.0,80.0,8.0,20.0,35.0,45.0,45.0,largely_automatable
29-1129.01,Art Therapists,19160,"Review research or literature in art therapy, psychology, or related disciplines.",Core,75.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1129.01,Art Therapists,19161,Select or prepare artistic media or related equipment or devices to accomplish therapy session objectives.,Core,88.0,2,20.0,37.5,68.5,32.5,40.0,72.5,75.0,human_anchored
29-1129.01,Art Therapists,19162,"Supervise staff, volunteers, practicum students, or interns.",Core,67.0,1,8.0,38.0,45.0,85.0,60.0,88.0,78.0,human_anchored
29-1129.01,Art Therapists,19163,"Teach art therapy techniques or processes to artists, interns, volunteers, or others.",Supplemental,55.0,1,22.0,65.0,55.0,80.0,50.0,65.0,60.0,resistant
29-1129.02,Music Therapists,19164,Adapt existing or develop new music therapy assessment instruments or procedures to meet an individual client's needs.,Core,64.0,1,15.0,78.0,10.0,55.0,70.0,80.0,75.0,augmentable
29-1129.02,Music Therapists,19165,Analyze data to determine the effectiveness of specific treatments or therapy approaches.,Core,67.0,1,48.0,88.0,3.0,10.0,62.0,68.0,60.0,augmentable
29-1129.02,Music Therapists,19166,Analyze or synthesize client data to draw conclusions or make recommendations for therapy.,Core,70.0,1,25.0,78.0,10.0,45.0,75.0,88.0,80.0,human_anchored
29-1129.02,Music Therapists,19167,"Assess client functioning levels, strengths, and areas of need in terms of perceptual, sensory, affective, communicative, musical, physical, cognitive, social, spiritual, or other abilities.",Core,90.0,1,14.0,48.0,70.0,70.0,72.0,88.0,80.0,human_anchored
29-1129.02,Music Therapists,19168,"Communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",Core,80.0,1,58.0,75.0,12.0,40.0,38.0,75.0,75.0,augmentable
29-1129.02,Music Therapists,19169,"Confer with professionals on client's treatment team to develop, coordinate, or integrate treatment plans.",Core,79.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1129.02,Music Therapists,19170,"Customize treatment programs for specific areas of music therapy, such as intellectual or developmental disabilities, educational settings, geriatrics, medical settings, mental health, physical disabilities, or wellness.",Core,92.0,1,12.0,75.0,20.0,60.0,78.0,95.0,90.0,human_anchored
29-1129.02,Music Therapists,19171,"Design music therapy experiences, using various musical elements to meet client's goals or objectives.",Core,97.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19172,"Engage clients in music experiences to identify client responses to different styles of music, types of musical experiences, such as improvising or listening, or elements of music, such as tempo or harmony.",Core,82.0,1,8.0,55.0,25.0,95.0,80.0,90.0,75.0,human_anchored
29-1129.02,Music Therapists,19173,"Establish client goals or objectives for music therapy treatment, considering client needs, capabilities, interests, overall therapeutic program, coordination of treatment, or length of treatment.",Core,92.0,1,15.0,65.0,15.0,82.0,68.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19174,"Gather diagnostic data from sources such as case documentation, observations of clients, or interviews with clients or family members.",Core,84.0,2,37.5,75.0,20.0,45.0,50.0,72.5,67.5,augmentable
29-1129.02,Music Therapists,19175,"Improvise instrumentally, vocally, or physically to meet client's therapeutic needs.",Core,87.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19176,"Observe and document client reactions, progress, or other outcomes related to music therapy.",Core,89.0,2,41.5,76.5,27.5,50.0,57.0,81.0,73.5,human_anchored
29-1129.02,Music Therapists,19177,"Plan or structure music therapy sessions to achieve appropriate transitions, pacing, sequencing, energy level, or intensity in accordance with treatment plans.",Core,83.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19178,"Sing or play musical instruments, such as keyboard, guitar, or percussion instruments.",Core,97.0,2,6.0,10.0,92.5,47.5,30.0,17.5,17.5,human_anchored
29-1129.02,Music Therapists,19179,"Design or provide music therapy experiences to address client needs, such as using music for self-care, adjusting to life changes, improving cognitive functioning, raising self-esteem, communicating, or controlling impulses.",Core,98.0,1,8.0,55.0,25.0,95.0,80.0,90.0,75.0,human_anchored
29-1129.02,Music Therapists,19180,"Select or adapt musical instruments, musical equipment, or non-musical materials, such as adaptive devices or visual aids, to meet treatment objectives.",Core,79.0,1,40.0,20.0,92.0,10.0,35.0,20.0,20.0,resistant
29-1129.02,Music Therapists,19181,"Communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",Core,96.0,1,5.0,35.0,70.0,98.0,50.0,70.0,60.0,human_anchored
29-1129.02,Music Therapists,19182,"Document evaluations, treatment plans, case summaries, or progress or other reports related to individual clients or client groups.",Core,91.0,2,54.0,89.0,7.5,30.0,46.0,78.5,66.0,augmentable
29-1129.02,Music Therapists,19183,Assess the risks and benefits of treatment termination for clients.,Core,66.0,1,18.0,85.0,12.0,58.0,82.0,95.0,92.0,human_anchored
29-1129.02,Music Therapists,19184,"Compose, arrange, or adapt music for music therapy treatments.",Core,76.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19185,"Conduct information sharing sessions, such as in-service workshops for other professionals, potential client groups, or the general community.",Core,68.0,1,40.0,85.0,15.0,58.0,45.0,60.0,60.0,augmentable
29-1129.02,Music Therapists,19186,"Conduct, or assist in the conduct of, music therapy research.",Core,57.0,1,22.0,78.0,45.0,25.0,75.0,70.0,65.0,augmentable
29-1129.02,Music Therapists,19187,Identify and respond to emergency physical or mental health situations.,Core,71.0,1,4.0,35.0,93.0,60.0,82.0,95.0,98.0,human_anchored
29-1129.02,Music Therapists,19188,"Integrate behavioral, developmental, improvisational, medical, or neurological approaches into music therapy treatments.",Core,80.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,19189,Apply selected research findings to practice.,Core,67.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1129.02,Music Therapists,19190,"Supervise staff, volunteers, practicum students, or interns engaged in music therapy activities.",Core,66.0,1,8.0,38.0,45.0,85.0,60.0,88.0,78.0,human_anchored
29-1129.02,Music Therapists,20165,Apply current technology to music therapy practices.,Core,63.0,1,18.0,70.0,25.0,72.0,72.0,75.0,60.0,human_anchored
29-1129.02,Music Therapists,20166,Collaborate with others to design or implement interdisciplinary treatment programs.,Core,69.0,1,20.0,65.0,20.0,70.0,60.0,88.0,88.0,augmentable
29-1129.02,Music Therapists,20167,Participate in continuing education.,Core,81.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1131.00,Veterinarians,4106,Examine animals to detect and determine the nature of diseases or injuries.,Core,92.0,1,8.0,35.0,88.0,70.0,65.0,88.0,78.0,human_anchored
29-1131.00,Veterinarians,4107,"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.",Core,94.0,3,6.7,50.0,62.7,58.3,75.0,97.3,94.0,human_anchored
29-1131.00,Veterinarians,4108,"Inoculate animals against various diseases, such as rabies or distemper.",Core,93.0,1,12.0,25.0,92.0,45.0,30.0,85.0,70.0,human_anchored
29-1131.00,Veterinarians,4109,"Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis.",Core,89.0,1,10.0,8.0,96.0,65.0,30.0,80.0,65.0,human_anchored
29-1131.00,Veterinarians,4110,"Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the resulting images.",Core,88.0,2,32.5,57.5,45.0,32.5,57.5,85.0,80.0,augmentable
29-1131.00,Veterinarians,4112,Educate the public about diseases that can be spread from animals to humans.,Core,87.0,1,40.0,85.0,15.0,58.0,45.0,60.0,60.0,augmentable
29-1131.00,Veterinarians,4113,Train or supervise workers who handle or care for animals.,Core,78.0,2,20.0,56.0,35.0,75.0,52.5,77.5,67.5,augmentable
29-1131.00,Veterinarians,4114,"Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds.",Supplemental,70.0,1,18.0,18.0,93.0,20.0,42.0,40.0,48.0,resistant
29-1131.00,Veterinarians,4115,Euthanize animals.,Core,82.0,1,4.0,30.0,95.0,50.0,70.0,88.0,80.0,human_anchored
29-1131.00,Veterinarians,4116,Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations.,Supplemental,73.0,1,12.0,70.0,10.0,35.0,70.0,97.0,92.0,human_anchored
29-1131.00,Veterinarians,4117,Conduct postmortem studies and analyses to determine the causes of animals' deaths.,Core,56.0,1,12.0,65.0,35.0,20.0,82.0,96.0,88.0,human_anchored
29-1131.00,Veterinarians,4119,"Direct the overall operations of animal hospitals, clinics, or mobile services to farms.",Supplemental,85.0,1,10.0,60.0,30.0,75.0,68.0,92.0,85.0,human_anchored
29-1131.00,Veterinarians,4121,"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.",Supplemental,86.0,2,11.5,70.0,12.5,22.5,40.0,82.5,65.0,augmentable
29-1131.00,Veterinarians,4122,"Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases.",Supplemental,79.0,1,8.0,35.0,88.0,70.0,65.0,88.0,78.0,human_anchored
29-1131.00,Veterinarians,4123,Plan or execute animal nutrition or reproduction programs.,Core,63.0,1,12.0,75.0,20.0,60.0,78.0,95.0,90.0,human_anchored
29-1131.00,Veterinarians,4124,Research diseases to which animals could be susceptible.,Supplemental,72.0,1,22.0,78.0,45.0,25.0,75.0,70.0,65.0,augmentable
29-1131.00,Veterinarians,4126,"Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals.",Supplemental,68.0,1,22.0,78.0,45.0,25.0,75.0,70.0,65.0,augmentable
29-1131.00,Veterinarians,18532,"Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",Core,82.0,1,30.0,80.0,15.0,75.0,60.0,70.0,60.0,augmentable
29-1131.00,Veterinarians,18533,"Attend lectures, conferences, or continuing education courses.",Core,81.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1131.00,Veterinarians,18534,"Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",Core,66.0,3,54.7,73.3,17.3,30.7,30.0,51.0,50.0,augmentable
29-1131.00,Veterinarians,20412,Counsel clients about the deaths of their pets or about euthanasia decisions for their pets.,Core,86.0,1,5.0,40.0,35.0,97.0,72.0,85.0,78.0,human_anchored
29-1141.00,Registered Nurses,1839,"Maintain accurate, detailed reports and records.",Core,92.0,1,52.0,68.0,12.0,12.0,25.0,68.0,55.0,augmentable
29-1141.00,Registered Nurses,1840,"Monitor, record, and report symptoms or changes in patients' conditions.",Core,90.0,3,37.7,66.0,33.3,52.3,55.7,85.0,81.7,augmentable
29-1141.00,Registered Nurses,1841,Record patients' medical information and vital signs.,Core,94.0,1,58.0,88.0,10.0,45.0,42.0,72.0,62.0,augmentable
29-1141.00,Registered Nurses,1842,Modify patient treatment plans as indicated by patients' responses and conditions.,Core,84.0,1,25.0,72.0,32.0,50.0,70.0,82.0,75.0,augmentable
29-1141.00,Registered Nurses,1843,"Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",Core,87.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.00,Registered Nurses,1844,"Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",Supplemental,85.0,2,30.0,80.0,10.0,27.5,70.0,92.5,81.5,augmentable
29-1141.00,Registered Nurses,1845,"Monitor all aspects of patient care, including diet and physical activity.",Core,86.0,2,27.5,56.5,56.5,51.5,68.5,91.0,88.5,human_anchored
29-1141.00,Registered Nurses,1846,Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,Core,87.0,1,8.0,38.0,45.0,85.0,60.0,88.0,78.0,human_anchored
29-1141.00,Registered Nurses,1847,Prepare patients for and assist with examinations or treatments.,Core,77.0,2,7.5,20.0,92.5,70.0,37.5,77.5,72.5,human_anchored
29-1141.00,Registered Nurses,1848,Observe nurses and visit patients to ensure proper nursing care.,Core,81.0,2,18.5,43.5,47.5,70.0,57.5,75.0,65.0,resistant
29-1141.00,Registered Nurses,1849,"Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",Core,80.0,1,8.0,35.0,75.0,80.0,70.0,75.0,65.0,human_anchored
29-1141.00,Registered Nurses,1850,"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",Core,84.0,2,29.0,77.5,15.0,60.0,53.5,65.0,59.0,augmentable
29-1141.00,Registered Nurses,1851,"Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",Supplemental,84.0,2,33.5,30.0,83.5,17.5,26.5,55.0,63.5,resistant
29-1141.00,Registered Nurses,1852,Inform physician of patient's condition during anesthesia.,Supplemental,62.0,1,20.0,65.0,20.0,70.0,60.0,88.0,88.0,augmentable
