onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
19-4044.00,Hydrologic Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,2840.0,2840.0,16,substantial,71.9,48.9,51.7,66.7,50.0,job_zone,84.7,81.2,Guard the pipeline,2,High,23.5,2.5,24.0
29-1171.00,Nurse Practitioners,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,323040.0,323040.0,27,substantial,53.9,77.3,73.8,56.5,68.6,education,28.1,68.7,Strategic trap,3,Critical,23.5,25.6,46.9
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Research, Development, Design, and Practitioners",Architecture and Engineering,4,21450.0,10725.0,27,substantial,48.9,66.4,60.5,72.2,75.0,job_zone,60.5,82.9,Protect,2,High,23.4,11.5,39.8
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,8920.0,8920.0,23,substantial,80.5,43.6,42.3,66.3,84.1,education,71.0,14.8,Guard the pipeline,2,High,23.3,21.6,39.9
17-2111.02,Fire-Prevention and Protection Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,21450.0,10725.0,14,substantial,66.5,60.4,55.8,58.1,47.9,education,60.5,79.8,Strategic trap,3,Critical,23.3,21.2,42.1
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,21070.0,21070.0,14,substantial,69.2,58.7,58.3,57.4,47.5,education,60.7,77.4,Strategic trap,3,Critical,23.3,13.3,39.5
19-2041.00,"Environmental Scientists and Specialists, Including Health","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,89250.0,22312.5,22,substantial,77.8,59.0,56.8,50.3,44.1,education,43.5,76.2,Strategic trap,3,Critical,23.1,22.4,44.7
15-1243.01,Data Warehousing Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,18,substantial,100.0,45.2,45.2,50.6,43.0,education,46.9,75.0,Guard the pipeline,2,High,22.9,29.1,40.7
15-1211.01,Health Informatics Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,519530.0,259765.0,17,substantial,100.0,46.7,46.7,49.1,56.0,education,22.4,71.8,Clear win,0,Low,22.9,29.5,43.0
29-1125.00,Recreational Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,14930.0,14930.0,11,substantial,54.4,72.9,73.7,57.7,47.0,education,64.8,73.6,Strategic trap,3,Critical,22.9,25.0,45.6
15-2099.01,Bioinformatics Technicians,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,3720.0,3720.0,19,substantial,84.8,39.5,40.2,67.9,55.2,education,81.5,79.2,Guard the pipeline,2,High,22.7,21.8,35.8
25-1066.00,"Psychology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,41530.0,41530.0,29,substantial,76.6,46.1,43.2,63.9,85.9,education,52.6,25.9,Guard the pipeline,2,High,22.6,21.5,40.2
19-3034.00,School Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,63940.0,63940.0,19,substantial,65.8,53.4,51.6,64.3,69.2,education,47.5,77.5,Strategic trap,3,Critical,22.6,18.6,39.8
25-1063.00,"Economics Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11560.0,11560.0,22,substantial,82.5,42.5,41.5,64.1,80.6,education,67.9,17.1,Guard the pipeline,2,High,22.5,22.3,39.6
19-3022.00,Survey Researchers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8290.0,8290.0,16,substantial,75.0,46.0,45.2,65.1,55.6,education,71.9,78.4,Guard the pipeline,2,High,22.5,19.1,37.8
25-1065.00,"Political Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,16970.0,16970.0,22,substantial,81.8,42.6,41.7,64.3,83.8,education,63.3,17.1,Guard the pipeline,2,High,22.4,22.0,39.5
25-1067.00,"Sociology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11850.0,11850.0,24,substantial,81.2,43.4,42.3,63.7,79.3,education,67.6,18.9,Guard the pipeline,2,High,22.4,21.5,39.7
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Research, Development, Design, and Practitioners",Architecture and Engineering,4,6080.0,6080.0,18,substantial,66.1,54.7,48.8,62.0,47.7,education,75.6,77.3,Strategic trap,3,Critical,22.4,13.3,33.6
29-1229.03,Urologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,14,substantial,39.9,81.3,78.7,69.1,94.4,education,27.4,68.4,Protect,2,High,22.4,15.0,40.2
15-1299.07,Blockchain Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,17,substantial,97.6,50.3,50.6,45.5,45.9,education,24.5,76.0,Reversible gamble,1,Moderate,22.3,25.0,35.6
17-2051.02,Water/Wastewater Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,28,substantial,74.0,61.1,57.6,49.3,51.5,education,26.5,78.2,Reversible gamble,1,Moderate,22.3,21.4,41.5
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,11300.0,11300.0,23,substantial,82.4,42.8,41.9,63.0,77.4,education,68.2,19.0,Guard the pipeline,2,High,22.2,22.1,40.0
29-1011.00,Chiropractors,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,39630.0,39630.0,13,substantial,46.6,68.4,68.4,69.8,77.4,education,53.2,75.7,Protect,2,High,22.2,14.0,32.0
19-2041.02,Environmental Restoration Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,23,substantial,70.0,57.6,55.9,54.9,53.1,education,43.5,76.3,Strategic trap,3,Critical,22.1,18.2,44.9
17-2161.00,Nuclear Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,15280.0,15280.0,20,substantial,62.6,59.2,54.1,59.7,49.1,education,64.6,78.9,Strategic trap,3,Critical,22.1,15.4,36.9
19-1042.00,"Medical Scientists, Except Epidemiologists","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,172340.0,172340.0,14,substantial,57.2,59.1,59.0,65.3,78.6,education,35.6,76.7,Strategic trap,3,Critical,22.1,13.2,39.2
25-1054.00,"Physics Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,13090.0,13090.0,24,substantial,77.9,43.8,42.5,64.4,82.0,education,66.4,17.6,Guard the pipeline,2,High,22.0,19.2,38.1
29-1051.00,Pharmacists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,321970.0,321970.0,21,substantial,50.4,67.8,63.9,64.3,79.5,education,28.1,80.7,Strategic trap,3,Critical,22.0,17.9,32.9
29-1229.04,Physical Medicine and Rehabilitation Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,15,substantial,40.5,79.8,77.8,68.2,90.8,education,27.4,73.0,Protect,2,High,22.0,14.7,41.0
29-1071.00,Physician Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,12,substantial,50.8,77.0,74.8,56.0,62.8,education,36.3,68.8,Strategic trap,3,Critical,21.9,19.7,38.7
29-2072.00,Medical Records Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,194720.0,194720.0,16,substantial,82.9,51.1,48.0,51.5,50.0,job_zone,34.1,81.3,Strategic trap,3,Critical,21.8,21.8,28.6
25-1042.00,"Biological Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,50190.0,50190.0,27,substantial,80.0,43.5,42.4,62.7,87.1,education,50.3,20.5,Guard the pipeline,2,High,21.8,19.7,39.7
25-1052.00,"Chemistry Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,19980.0,19980.0,28,substantial,77.7,44.8,43.2,62.6,78.5,education,61.4,24.4,Guard the pipeline,2,High,21.8,18.5,37.2
19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,23470.0,23470.0,32,substantial,65.9,52.6,51.5,62.8,57.0,education,59.4,82.2,Strategic trap,3,Critical,21.8,8.8,32.7
29-1131.00,Veterinarians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,83900.0,83900.0,21,substantial,41.9,72.5,70.3,71.5,85.7,education,44.2,76.9,Protect,2,High,21.7,7.6,37.8
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,9900.0,9900.0,26,substantial,82.0,42.6,41.3,61.7,74.3,education,69.8,18.0,Guard the pipeline,2,High,21.6,21.8,38.9
19-2032.00,Materials Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,8470.0,8470.0,16,substantial,68.1,48.8,48.8,65.1,55.3,education,71.6,79.8,Guard the pipeline,2,High,21.6,7.5,30.0
17-2141.02,Automotive Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,25,substantial,76.9,56.7,55.5,49.4,50.2,education,29.1,77.8,Reversible gamble,1,Moderate,21.5,15.0,38.3
17-2081.00,Environmental Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,38340.0,38340.0,29,substantial,72.5,51.9,49.6,57.1,50.2,education,53.6,79.5,Strategic trap,3,Critical,21.5,13.1,36.3
29-1128.00,Exercise Physiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,8560.0,8560.0,25,substantial,43.2,66.4,60.7,75.1,75.0,job_zone,71.5,80.5,Protect,2,High,21.5,6.6,31.3
29-1211.00,Anesthesiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,38760.0,38760.0,20,substantial,36.4,76.2,73.9,77.4,94.6,education,53.4,70.6,Protect,2,High,21.5,7.7,33.7
25-1032.00,"Engineering Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,40270.0,40270.0,24,substantial,81.4,43.0,41.6,61.2,82.9,education,53.0,19.1,Guard the pipeline,2,High,21.4,22.2,39.1
29-1123.00,Physical Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,267330.0,267330.0,24,substantial,51.2,71.3,68.4,58.5,69.2,education,30.3,73.9,Strategic trap,3,Critical,21.4,19.4,38.9
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,7700.0,7700.0,22,substantial,82.0,43.0,42.0,60.3,69.8,education,72.8,17.6,Guard the pipeline,2,High,21.3,22.5,39.5
29-1023.00,Orthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,6210.0,6210.0,11,substantial,36.2,71.7,74.1,82.1,87.9,education,75.3,77.6,Protect,2,High,21.3,5.8,31.4
15-1299.02,Geographic Information Systems Technologists and Technicians,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,29,substantial,100.0,36.0,36.0,58.9,75.0,job_zone,24.5,70.4,Guard the pipeline,2,High,21.2,25.8,32.1
17-2199.06,Microsystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,31,substantial,64.4,56.9,55.6,57.0,60.8,education,36.9,77.7,Strategic trap,3,Critical,20.9,13.1,33.3
17-2021.00,Agricultural Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,1480.0,1480.0,14,substantial,55.0,55.1,50.8,68.8,50.8,education,92.5,78.1,Strategic trap,3,Critical,20.8,8.8,33.8
19-4061.00,Social Science Research Assistants,Technologists and Technicians,"Life, Physical, and Social Science",4,30640.0,30640.0,22,substantial,77.9,45.6,45.5,58.2,50.4,education,56.3,80.4,Guard the pipeline,2,High,20.7,19.7,32.8
15-1243.00,Database Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,25,substantial,94.1,41.9,42.0,52.3,47.6,education,46.9,72.3,Guard the pipeline,2,High,20.6,26.1,36.4
17-1012.00,Landscape Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,19600.0,19600.0,19,substantial,73.3,48.2,44.9,58.2,47.7,education,61.6,79.4,Guard the pipeline,2,High,20.6,12.2,36.2
11-9121.02,Water Resource Specialists,Managerial,Managerial,4,108690.0,36230.0,21,substantial,67.7,54.4,52.0,55.7,53.8,education,41.1,82.5,Strategic trap,3,Critical,20.5,16.1,36.9
17-2061.00,Computer Hardware Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,76660.0,76660.0,18,substantial,71.9,51.0,50.8,55.7,53.8,education,45.3,75.9,Strategic trap,3,Critical,20.4,12.6,34.1
11-9041.00,Architectural and Engineering Managers,Managerial,Managerial,5,220260.0,110130.0,19,substantial,64.4,60.0,57.6,52.9,57.1,education,32.7,72.7,Strategic trap,3,Critical,20.4,22.1,41.7
17-2131.00,Materials Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,22770.0,22770.0,21,substantial,63.7,54.1,53.2,58.9,50.5,education,59.8,78.5,Strategic trap,3,Critical,20.3,9.9,31.3
19-3091.00,Anthropologists and Archeologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8990.0,8990.0,30,substantial,58.1,49.6,50.1,70.0,64.4,education,70.9,82.5,Guard the pipeline,2,High,20.2,0.2,35.3
19-1031.00,Conservation Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,30,substantial,59.4,58.5,58.4,58.2,49.5,education,58.2,79.9,Strategic trap,3,Critical,20.2,9.8,38.1
29-1129.02,Music Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,22640.0,11320.0,30,substantial,50.8,69.4,71.0,57.4,49.4,education,59.9,73.7,Strategic trap,3,Critical,20.2,19.4,42.7
15-1242.00,Database Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,69990.0,69990.0,18,substantial,96.6,40.5,41.0,51.3,45.7,education,46.4,72.4,Guard the pipeline,2,High,20.1,25.6,29.6
19-2099.01,Remote Sensing Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,22300.0,22300.0,24,substantial,70.4,48.5,49.5,58.9,49.8,education,60.1,79.8,Guard the pipeline,2,High,20.1,8.7,31.1
19-1032.00,Foresters,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,10430.0,10430.0,25,substantial,45.9,59.2,60.2,74.0,75.0,job_zone,69.1,79.1,Protect,2,High,20.1,1.7,35.2
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,47670.0,47670.0,23,substantial,81.5,43.3,42.0,56.3,72.5,education,51.0,23.9,Guard the pipeline,2,High,19.9,22.1,37.6
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,35480.0,35480.0,26,substantial,81.0,44.4,42.3,55.2,69.5,education,54.5,20.7,Guard the pipeline,2,High,19.9,20.1,40.3
29-1041.00,Optometrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,42790.0,42790.0,10,substantial,34.4,79.9,85.1,72.2,84.2,education,52.3,72.2,Protect,2,High,19.8,15.5,39.8
17-2112.01,Human Factors Engineers and Ergonomists,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,365740.0,91435.0,26,substantial,68.5,56.8,54.7,50.7,54.6,education,26.6,77.0,Strategic trap,3,Critical,19.7,15.5,43.2
29-1127.00,Speech-Language Pathologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,183390.0,183390.0,23,substantial,48.3,71.1,69.1,57.3,62.4,education,34.9,78.1,Protect,2,High,19.7,19.8,44.1
15-1299.03,Document Management Specialists,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,23,substantial,97.8,43.3,42.9,46.2,46.2,education,24.5,78.6,Clear win,0,Low,19.6,29.1,35.0
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,77960.0,77960.0,29,substantial,79.3,45.4,43.8,54.3,71.8,education,45.1,24.4,Guard the pipeline,2,High,19.5,21.9,41.4
17-2141.01,Fuel Cell Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,26,substantial,71.4,53.8,53.9,50.8,52.7,education,29.1,78.7,Strategic trap,3,Critical,19.5,9.6,34.5
19-1021.00,Biochemists and Biophysicists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,33830.0,33830.0,24,substantial,52.7,51.8,51.6,71.2,80.4,education,55.1,72.2,Strategic trap,3,Critical,19.4,0.0,34.7
15-1241.00,Computer Network Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,179740.0,89870.0,33,substantial,87.2,49.5,49.4,44.7,39.2,education,35.1,72.6,Clear win,0,Low,19.3,19.1,36.0
15-1251.00,Computer Programmers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,92230.0,92230.0,17,substantial,97.5,39.4,39.0,49.9,44.4,education,43.1,73.7,Clear win,0,Low,19.2,23.7,32.1
15-1244.00,Network and Computer Systems Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,314340.0,314340.0,20,substantial,85.7,46.9,47.8,47.8,50.0,job_zone,28.4,71.4,Clear win,0,Low,19.2,15.5,24.1
15-1241.01,Telecommunications Engineering Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,179740.0,89870.0,26,substantial,81.6,46.9,48.7,50.2,50.0,job_zone,35.1,73.6,Guard the pipeline,2,High,19.2,15.2,31.3
17-2199.09,Nanosystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,25,substantial,57.5,51.6,48.8,64.8,75.5,education,36.9,79.7,Strategic trap,3,Critical,19.2,3.6,32.2
17-2171.00,Petroleum Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,18060.0,18060.0,23,substantial,58.6,55.7,53.2,58.7,48.2,education,62.6,79.0,Strategic trap,3,Critical,19.2,6.6,27.8
19-3092.00,Geographers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,1400.0,1400.0,12,substantial,58.4,44.7,49.3,73.3,60.8,education,93.2,74.9,Guard the pipeline,2,High,19.1,0.0,29.8
15-1299.05,Information Security Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,substantial,84.4,54.3,52.4,41.5,36.0,education,24.5,81.0,Reversible gamble,1,Moderate,19.0,23.7,38.7
19-1031.03,Park Naturalists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,20,substantial,64.0,40.9,36.4,72.6,75.0,job_zone,58.2,88.1,Guard the pipeline,2,High,19.0,0.0,22.1
15-2051.02,Clinical Data Managers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,21,substantial,91.0,43.5,42.4,47.8,46.5,education,30.6,77.0,Clear win,0,Low,18.9,25.5,38.0
29-1122.00,Occupational Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162450.0,81225.0,17,substantial,49.1,69.0,70.1,55.6,59.4,education,36.3,75.2,Protect,2,High,18.8,14.2,38.3
15-1299.09,Information Technology Project Managers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,21,substantial,78.8,52.4,50.6,45.0,43.2,education,24.5,80.1,Reversible gamble,1,Moderate,18.6,24.7,40.4
17-2112.00,Industrial Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,20,substantial,77.9,53.9,53.4,44.4,42.4,education,26.6,75.9,Reversible gamble,1,Moderate,18.6,19.7,36.2
29-1141.04,Clinical Nurse Specialists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3379720.0,675944.0,30,substantial,53.2,74.5,70.5,46.6,63.7,education,0.0,73.6,Reversible gamble,1,Moderate,18.5,25.7,50.6
19-1031.02,Range Managers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,18,substantial,56.8,57.0,54.6,56.7,46.5,education,58.2,79.8,Strategic trap,3,Critical,18.4,4.3,39.2
19-1029.02,Molecular and Cellular Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,22,substantial,48.7,55.1,50.1,68.0,74.9,education,49.1,79.2,Protect,2,High,18.2,6.9,33.0
17-2112.03,Manufacturing Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,24,substantial,73.1,55.0,53.1,45.1,44.2,education,26.6,75.0,Reversible gamble,1,Moderate,18.1,16.1,38.1
29-2036.00,Medical Dosimetrists,Technologists and Technicians,Healthcare Practitioners and Technical,4,3410.0,3410.0,19,substantial,41.3,65.1,66.5,67.3,51.5,education,82.5,84.2,Protect,2,High,18.1,5.8,23.2
17-2072.00,"Electronics Engineers, Except Computer","Research, Development, Design, and Practitioners",Architecture and Engineering,4,96900.0,48450.0,20,substantial,69.7,50.4,49.6,50.7,44.5,education,42.5,78.6,Strategic trap,3,Critical,17.8,11.2,30.1
17-2199.10,Wind Energy Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,16,substantial,58.1,60.0,57.3,51.2,49.4,education,36.9,77.2,Strategic trap,3,Critical,17.8,11.8,32.8
19-4012.01,Precision Agriculture Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,22,substantial,71.7,46.8,47.4,52.6,34.6,education,64.7,79.6,Guard the pipeline,2,High,17.7,8.5,25.8
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162450.0,81225.0,21,substantial,44.7,72.0,71.3,55.0,57.5,education,36.3,76.9,Protect,2,High,17.7,11.3,42.3
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,26,substantial,63.8,58.8,55.3,46.9,46.2,education,26.5,79.2,Reversible gamble,1,Moderate,17.6,14.1,35.6
17-2199.08,Robotics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,24,substantial,63.0,54.5,51.7,50.9,48.6,education,36.9,77.7,Strategic trap,3,Critical,17.5,8.8,30.7
29-1141.02,Advanced Practice Psychiatric Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3379720.0,675944.0,24,substantial,48.3,78.1,77.4,46.1,64.2,education,0.0,70.2,Hold the line,0,Low,17.4,21.9,44.4
15-1299.01,Web Administrators,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,35,substantial,95.4,44.0,44.5,41.1,39.4,education,24.5,70.5,Clear win,0,Low,17.3,23.9,33.1
15-2051.01,Business Intelligence Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,17,substantial,100.0,35.2,35.2,49.0,49.3,education,30.6,75.8,Clear win,0,Low,17.2,27.6,32.9
15-1253.00,Software Quality Assurance Analysts and Testers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,186740.0,186740.0,30,substantial,95.1,41.0,41.6,43.9,37.9,education,34.6,72.8,Clear win,0,Low,17.1,20.6,24.5
11-9121.01,Clinical Research Coordinators,Managerial,Managerial,4,108690.0,36230.0,33,substantial,75.1,48.1,47.3,47.3,39.9,education,41.1,75.2,Clear win,0,Low,17.1,19.5,31.9
15-1254.00,Web Developers,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,70190.0,70190.0,29,substantial,93.0,39.7,39.3,45.8,34.8,education,46.3,72.7,Clear win,0,Low,16.9,23.7,31.2
17-2112.02,Validation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,21,substantial,68.7,52.4,52.1,46.7,46.2,education,26.6,77.9,Reversible gamble,1,Moderate,16.8,9.2,28.4
29-2051.00,Dietetic Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,31560.0,31560.0,13,substantial,57.3,65.7,62.7,44.6,25.0,education,55.9,76.7,Reversible gamble,1,Moderate,16.8,19.8,41.3
25-1071.00,"Health Specialties Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,221270.0,221270.0,22,substantial,79.2,43.8,42.3,48.1,70.2,education,32.6,16.3,Clear win,0,Low,16.7,21.2,38.6
11-3021.00,Computer and Information Systems Managers,Managerial,Managerial,4,670570.0,670570.0,17,substantial,78.5,53.2,52.2,39.6,41.5,education,19.3,65.5,Reversible gamble,1,Moderate,16.5,25.8,43.7
17-2121.00,Marine Engineers and Naval Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,8250.0,8250.0,30,substantial,54.3,52.6,49.5,57.9,41.3,education,71.9,78.6,Strategic trap,3,Critical,16.5,3.0,23.9
29-9091.00,Athletic Trainers,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,30500.0,30500.0,23,substantial,47.7,58.6,55.2,59.1,52.0,education,56.3,81.0,Protect,2,High,16.5,0.0,26.0
17-2199.07,Photonics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,26,substantial,58.8,52.7,50.8,53.0,53.1,education,36.9,77.1,Strategic trap,3,Critical,16.4,10.4,33.1
17-2199.05,Mechatronics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,23,substantial,62.1,57.2,56.3,46.3,40.4,education,36.9,75.1,Reversible gamble,1,Moderate,16.4,11.0,33.5
17-3012.00,Electrical and Electronics Drafters,Technologists and Technicians,Architecture and Engineering,3,17920.0,17920.0,30,substantial,62.7,49.7,49.5,51.9,34.9,education,62.7,78.0,Guard the pipeline,2,High,16.2,8.3,26.8
15-1211.00,Computer Systems Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,519530.0,259765.0,22,substantial,95.1,42.6,42.2,39.7,37.3,education,22.4,71.7,Clear win,0,Low,16.1,23.7,37.4
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,95130.0,95130.0,28,substantial,61.1,49.6,50.4,53.2,50.0,job_zone,42.7,76.7,Guard the pipeline,2,High,16.1,2.2,25.6
17-3025.00,Environmental Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,12190.0,12190.0,23,substantial,54.5,52.0,50.2,56.4,39.9,education,67.3,81.2,Strategic trap,3,Critical,16.0,0.0,16.4
17-3026.00,Industrial Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,75570.0,37785.0,30,substantial,54.1,54.0,52.9,54.1,50.0,job_zone,45.5,77.4,Strategic trap,3,Critical,15.8,3.2,24.9
15-1255.01,Video Game Designers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,113330.0,56665.0,24,substantial,98.2,36.7,36.5,43.7,33.5,education,40.6,73.8,Clear win,0,Low,15.7,18.9,36.9
17-2071.00,Electrical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,198750.0,198750.0,22,substantial,56.5,56.5,54.5,48.9,45.6,education,33.9,79.5,Reversible gamble,1,Moderate,15.6,5.1,26.7
